EmployeeNumber,requisition_open_date,offer_accepted_date,start_date,time_to_fill_days,offer_to_start_lag_days,time_to_hire_days
1993,2006-03-15,2006-05-14,2006-06-15,60,32,92
1994,2022-02-15,2022-03-16,2022-04-03,29,18,47
1995,2008-04-06,2008-05-04,2008-05-28,28,24,52
1996,2021-07-01,2021-07-15,2021-08-07,14,23,37
1997,2015-01-05,2015-02-07,2015-03-07,33,28,61
1998,2019-06-01,2019-07-03,2019-07-26,32,23,55
1999,2017-12-17,2018-01-11,2018-02-02,25,22,47
2000,2009-09-10,2009-12-25,2010-01-16,106,22,128
2003,2021-05-05,2021-05-24,2021-06-14,19,21,40
2007,2020-04-02,2020-04-29,2020-05-13,27,14,41
2008,2013-08-01,2013-09-19,2013-10-13,49,24,73
2009,2014-02-06,2014-03-11,2014-03-23,33,12,45
2010,2017-02-20,2017-04-20,2017-05-14,59,24,83
2012,2022-01-17,2022-02-06,2022-02-19,20,13,33
2013,2021-08-27,2021-09-19,2021-10-09,23,20,43
2014,2016-02-28,2016-03-22,2016-04-02,23,11,34
2015,2005-06-03,2005-07-11,2005-07-27,38,16,54
2016,2009-08-25,2009-10-06,2009-11-08,42,33,75
2017,2007-08-15,2007-10-15,2007-11-14,61,30,91
2018,2018-05-07,2018-06-08,2018-06-23,32,15,47
2019,2014-08-07,2014-09-09,2014-09-20,33,11,44
2020,2019-10-26,2019-11-17,2019-12-09,22,22,44
2021,2021-06-30,2021-07-18,2021-08-12,18,25,43
2022,2016-11-01,2017-04-30,2017-05-21,180,21,201
2023,2022-08-08,2022-08-31,2022-09-20,23,20,43
2024,2013-12-16,2014-01-13,2014-01-31,28,18,46
2025,2019-02-16,2019-03-12,2019-04-06,24,25,49
2026,2010-06-01,2010-06-23,2010-07-11,22,18,40
2027,2020-12-25,2021-01-27,2021-02-07,33,11,44
2031,2001-05-16,2001-07-15,2001-08-09,60,25,85
2032,2013-10-14,2013-11-07,2013-11-25,24,18,42
2034,2003-10-07,2003-11-30,2004-01-02,54,33,87
2035,2014-12-20,2015-01-27,2015-02-07,38,11,49
2036,2007-12-12,2008-01-01,2008-01-30,20,29,49
2037,2018-03-10,2018-03-28,2018-04-20,18,23,41
2038,2019-10-22,2019-11-16,2019-12-09,25,23,48
2040,2014-07-16,2014-08-28,2014-09-29,43,32,75
2041,2013-11-16,2013-12-18,2013-12-31,32,13,45
2044,2017-11-25,2017-12-15,2017-12-27,20,12,32
2045,2017-08-16,2017-09-22,2017-10-17,37,25,62
2046,2018-05-16,2018-06-06,2018-06-20,21,14,35
2048,2021-11-22,2021-12-11,2021-12-22,19,11,30
2049,2012-12-10,2013-01-01,2013-01-20,22,19,41
2051,2018-05-30,2018-07-08,2018-08-01,39,24,63
2052,2019-08-20,2019-09-19,2019-10-11,30,22,52
2053,2019-05-11,2019-06-21,2019-07-11,41,20,61
2054,2018-02-10,2018-03-20,2018-04-01,38,12,50
2055,2020-05-08,2020-09-02,2020-09-22,117,20,137
2056,2003-11-05,2003-11-29,2003-12-29,24,30,54
2057,2014-11-20,2014-12-14,2014-12-27,24,13,37
2060,2019-02-06,2019-02-22,2019-03-11,16,17,33
2061,2018-11-01,2018-11-24,2018-12-05,23,11,34
2062,2016-04-11,2016-05-09,2016-05-28,28,19,47
2064,2017-07-14,2017-08-12,2017-08-27,29,15,44
2065,2014-02-25,2014-03-14,2014-04-06,17,23,40
2068,2019-10-20,2019-11-26,2019-12-24,37,28,65
